Name,Age,Department,Salary,Years_Experience,Promotion_Eligibility
Wesley Rich,40.0,Finance,,16.0,Yes
Sarah Phillips,32.0,Finance,71300.0,9.0,Yes
Katherine Baxter,42.0,Marketing,80700.0,17.0,Yes
Mrs. Melissa Robinson,21.0,Sales,45100.0,0.0,No
Dr. Kelly Hammond DVM,42.0,,54100.0,14.0,Yes
Jay Walker,29.0,Customer Support,42300.0,3.0,Yes
Laura Hill,49.0,Sales,61200.0,12.0,Yes
Jesse Perry,35.0,Sales,70000.0,12.0,Yes
Christine Sanders,38.0,HR,55800.0,7.0,Yes
Patricia Johnson,42.0,Marketing,93300.0,17.0,Yes
Rebecca White,28.0,IT,68700.0,3.0,No
Anne Chambers,40.0,Sales,67500.0,10.0,Yes
Angel May,27.0,IT,70200.0,5.0,Yes
Jeffrey Williams,37.0,Customer Support,67100.0,11.0,Yes
John Daniel,44.0,IT,101100.0,13.0,Yes
Robert Stark,35.0,Sales,72000.0,10.0,Yes
Melissa Brown,34.0,Engineering,89000.0,8.0,Yes
Paula Evans,45.0,IT,,11.0,Yes
Tammie Bright,41.0,Sales,65700.0,7.0,Yes
Penny West,36.0,Finance,84000.0,9.0,Yes
Miguel Green,41.0,IT,94900.0,14.0,Yes
Jesse Riley,43.0,HR,61300.0,11.0,Yes
Samantha Johnson,24.0,Sales,56700.0,1.0,Yes
Charles Weaver,38.0,IT,82300.0,9.0,Yes
Bridget Bell,29.0,Operations,,5.0,Yes
Jeffrey Walters PhD,38.0,Engineering,79600.0,9.0,Yes
Nathaniel Rodriguez,39.0,Customer Support,48500.0,6.0,Yes
Chris Martin,42.0,Engineering,89500.0,11.0,Yes
Courtney Hayes,44.0,Marketing,66200.0,10.0,Yes
Christine Park,38.0,IT,78600.0,7.0,Yes
Crystal Abbott,43.0,Engineering,99600.0,11.0,Yes
Carl Dean,,Finance,71400.0,6.0,Yes
Ralph Gray,41.0,Operations,81200.0,16.0,Yes
Renee Mendez,56.0,Engineering,109900.0,16.0,Yes
Jesse Williams,44.0,Marketing,67600.0,8.0,Yes
Amber Turner,60.0,Customer Support,70400.0,21.0,Yes
Gina Hayes,46.0,Finance,71100.0,8.0,Yes
Justin Freeman,36.0,Finance,85400.0,12.0,Yes
Thomas Morse,21.0,Engineering,73500.0,0.0,No
Ronald Potter,32.0,Operations,65300.0,9.0,Yes
Charles Anderson,21.0,Engineering,64700.0,0.0,No
Patricia Anderson,25.0,HR,47400.0,3.0,No
Austin Briggs,27.0,Operations,52300.0,4.0,No
Amy Perez,22.0,Operations,38800.0,0.0,No
Aaron Scott,22.0,HR,39200.0,1.0,Yes
Eric Carney,21.0,IT,64600.0,0.0,No
Daniel Williams,41.0,IT,89800.0,12.0,Yes
Lauren Trujillo,33.0,IT,83000.0,7.0,Yes
Tyrone Collins,27.0,IT,65100.0,2.0,No
Lori Little,51.0,Marketing,91800.0,22.0,Yes
Daniel Wood,22.0,Operations,55000.0,1.0,No
Krista Wilson,30.0,Operations,55600.0,3.0,No
Craig Marsh,27.0,Marketing,54100.0,3.0,Yes
Nicolas Salas,27.0,IT,71100.0,5.0,Yes
Craig Beard,21.0,Operations,42700.0,0.0,No
Felicia Aguilar,41.0,HR,52900.0,8.0,Yes
Laura Cox,53.0,Finance,103300.0,24.0,Yes
Allison Hill,39.0,HR,52100.0,9.0,Yes
Claudia Wilson,44.0,Sales,75200.0,14.0,Yes
Erin Williams,48.0,IT,85000.0,11.0,Yes
Richard Saunders,36.0,IT,82300.0,8.0,No
Jeffery York,40.0,Engineering,100500.0,12.0,Yes
Thomas Reyes,45.0,Operations,,,Yes
Amanda Perkins,46.0,Sales,72100.0,12.0,Yes
Michael Elliott,35.0,Sales,59800.0,5.0,No
Victoria Berry,,Engineering,102300.0,19.0,Yes
Allison Spencer,33.0,Engineering,96500.0,10.0,Yes
Carrie Valdez,21.0,IT,67400.0,0.0,No
Yolanda Garrett,33.0,Customer Support,47500.0,7.0,Yes
Kristin Phillips,25.0,Engineering,76200.0,3.0,No
Michael Taylor,50.0,Marketing,79900.0,16.0,Yes
Robert Thompson,,Operations,79000.0,20.0,Yes
Jonathan Gallagher,36.0,IT,88900.0,,Yes
Tammy Williams,35.0,Marketing,68300.0,8.0,Yes
Austin Green,35.0,HR,67100.0,11.0,Yes
Raymond Chapman,35.0,Sales,341800.0,11.0,Yes
Brandon Mitchell,23.0,Engineering,74100.0,1.0,No
Daniel Shaw,,IT,74400.0,4.0,No
Paige Hernandez,53.0,Customer Support,66800.0,20.0,Yes
Miguel Pena,32.0,Engineering,92300.0,6.0,Yes
Maria Coleman,30.0,IT,65200.0,6.0,No
Natalie Burns,43.0,HR,61500.0,9.0,Yes
Timothy Schmitt,31.0,Customer Support,49200.0,7.0,Yes
Jocelyn Chambers,21.0,IT,72100.0,0.0,No
Stacey Clark,48.0,HR,64200.0,11.0,Yes
Jose Green,21.0,HR,48200.0,0.0,No
Donna Frye,34.0,IT,81000.0,7.0,No
Sandra Gonzalez,33.0,IT,83400.0,10.0,Yes
Kimberly Kane,51.0,HR,78400.0,20.0,Yes
Julie Gillespie,36.0,Finance,79600.0,12.0,Yes
Karla Ramos,27.0,Marketing,70700.0,2.0,Yes
Samuel Ellis,44.0,Sales,81700.0,19.0,Yes
Austin Kane,22.0,Sales,43900.0,1.0,No
Michael Valencia,32.0,Marketing,70500.0,7.0,Yes
Michael Bennett DVM,32.0,Marketing,57700.0,4.0,No
Eric Li,38.0,Finance,84600.0,13.0,Yes
Jill Anderson,30.0,IT,65900.0,4.0,Yes
Mark Weber,48.0,Marketing,81100.0,22.0,Yes
Randall Nguyen,39.0,Engineering,101200.0,14.0,Yes
Brenda Nicholson,47.0,Customer Support,89600.0,21.0,Yes
Rebecca Torres,35.0,Sales,60600.0,7.0,No
Jake Campbell,36.0,Customer Support,68000.0,12.0,Yes
David Garcia,40.0,Marketing,53500.0,7.0,No
Jason Morgan,44.0,Finance,91900.0,,Yes
Russell Anderson,42.0,Marketing,77500.0,15.0,Yes
Lisa Evans,32.0,Customer Support,46800.0,4.0,No
Joseph Mayer,,IT,100400.0,15.0,Yes
Karen Gonzalez,35.0,IT,85700.0,10.0,Yes
Lauren Daniels,49.0,Marketing,90800.0,17.0,Yes
Theresa Goodman,41.0,Finance,85700.0,11.0,Yes
Tracie Wiley,42.0,Operations,73200.0,13.0,Yes
Nancy Allen,29.0,Engineering,81100.0,5.0,No
Christina Castillo,,Marketing,51600.0,0.0,No
Christopher Marsh,21.0,Operations,47500.0,0.0,No
Shannon Jones,,Engineering,100400.0,14.0,Yes
Justin Jones,34.0,Engineering,57300.0,4.0,No
John Davidson,46.0,Engineering,91200.0,11.0,Yes
Vanessa Harris,47.0,Sales,89100.0,15.0,Yes
Brandon Montgomery,24.0,Engineering,79000.0,1.0,No
Kathryn Clark,47.0,Sales,77400.0,17.0,Yes
Christina Weber,48.0,Marketing,85300.0,22.0,Yes
Kimberly Jones,,Engineering,93800.0,8.0,Yes
Bobby Guerrero,50.0,IT,116500.0,24.0,Yes
Emily Rodgers,50.0,,96300.0,23.0,Yes
Manuel Mccullough,39.0,Operations,82100.0,13.0,
Tammy Melton,51.0,IT,84000.0,13.0,Yes
Sandra Drake,44.0,Engineering,461600.0,13.0,Yes
Kimberly Moore,38.0,Engineering,73400.0,6.0,Yes
Brian Fuller,34.0,Customer Support,,8.0,Yes
Patricia Paul,32.0,IT,69400.0,5.0,Yes
Tracy Guzman,40.0,Engineering,,9.0,Yes
Mr. Larry Shaw,38.0,IT,91200.0,14.0,Yes
Laurie Shaw,39.0,Sales,76000.0,12.0,Yes
Anna Valenzuela,36.0,Customer Support,56200.0,6.0,Yes
Jason Thomas,45.0,Marketing,84800.0,16.0,Yes
Carla Patterson,48.0,Marketing,79000.0,18.0,Yes
Marie Moody,28.0,Operations,69600.0,6.0,No
Anna Estes,22.0,Engineering,68400.0,,Yes
Mark Smith,,Operations,70300.0,,Yes
Mary Jones,29.0,Engineering,84400.0,4.0,Yes
Jesus Hale,26.0,Engineering,83000.0,3.0,No
Brittany Davis,33.0,Customer Support,,5.0,Yes
Anthony King,29.0,Marketing,64800.0,5.0,Yes
Jonathan Walton,34.0,Marketing,56500.0,9.0,Yes
Colleen Cox,34.0,IT,75100.0,7.0,Yes
Joshua Lewis,36.0,Customer Support,53800.0,9.0,Yes
Ryan Adams,37.0,IT,73500.0,9.0,Yes
Nancy Webb,32.0,Marketing,60600.0,7.0,No
Tyler Andrews,26.0,IT,67200.0,4.0,Yes
Jeffrey Carter,33.0,Engineering,85700.0,8.0,Yes
Brian Sloan,33.0,Marketing,74400.0,8.0,Yes
Christina Hudson,42.0,Operations,70800.0,10.0,Yes
Kerry Chavez DDS,43.0,IT,83900.0,13.0,Yes
Roger Holmes,21.0,HR,,,No
Susan Howard,44.0,Sales,89500.0,17.0,Yes
Brian Daugherty,29.0,Finance,69200.0,4.0,Yes
Melissa Carroll,34.0,Sales,64700.0,5.0,No
Jon Day Jr.,23.0,IT,72800.0,1.0,No
Wendy Williams,36.0,IT,86600.0,11.0,Yes
Taylor Salinas,24.0,Sales,54200.0,2.0,No
Matthew Murphy,22.0,Engineering,81000.0,0.0,No
Robert Hopkins,22.0,IT,63200.0,1.0,No
Tracey Phillips,40.0,Engineering,103400.0,14.0,Yes
Eddie Adams,28.0,Sales,51800.0,3.0,No
Bryan Martin II,29.0,IT,73500.0,4.0,No
Christopher Tate,37.0,IT,94200.0,13.0,Yes
Robert Garza,33.0,HR,54100.0,4.0,No
Amy Bailey,42.0,Marketing,74300.0,12.0,Yes
Joseph Walker Jr.,21.0,Finance,56800.0,0.0,No
Richard Brewer,,Marketing,70100.0,8.0,Yes
Dean Harrington,38.0,HR,61100.0,7.0,Yes
Latoya Terry,23.0,Sales,49800.0,1.0,No
David Nguyen,45.0,Engineering,107500.0,17.0,Yes
Chad Taylor,36.0,,78100.0,7.0,Yes
John Dixon,46.0,Sales,71300.0,15.0,Yes
Cody Burgess,38.0,Engineering,93700.0,6.0,No
Jeffrey Johnson,28.0,Customer Support,50800.0,5.0,Yes
Katelyn Gray,30.0,Marketing,52600.0,4.0,No
Gregory Stanley,35.0,Marketing,45500.0,6.0,No
Jim Foster,28.0,Sales,,5.0,No
Tammy Alvarado,27.0,Customer Support,42300.0,,No
Priscilla Romero,25.0,IT,70100.0,2.0,No
Janet Delgado,46.0,HR,80000.0,18.0,Yes
Jennifer Evans,21.0,Marketing,44700.0,0.0,No
Laura Davila,39.0,IT,84600.0,11.0,Yes
Anthony Romero,36.0,Finance,79700.0,12.0,Yes
Jenny Cardenas,48.0,Finance,93300.0,21.0,Yes
Michael Cruz,31.0,IT,71300.0,4.0,Yes
Christopher Gutierrez,29.0,,60800.0,5.0,No
Ashley Santos,,Sales,67600.0,8.0,Yes
Catherine Garcia,40.0,Marketing,81200.0,10.0,Yes
Martha Bailey,50.0,Sales,67500.0,12.0,Yes
Michael Jackson,43.0,Engineering,86600.0,8.0,No
Kyle Black,46.0,Marketing,89500.0,21.0,Yes
Matthew Mueller,24.0,Engineering,70500.0,1.0,No
Chris Velazquez,,Engineering,79500.0,7.0,Yes
David Moreno,28.0,Engineering,88600.0,5.0,No
Katherine Welch,39.0,Sales,65200.0,7.0,Yes
Brian Bright,39.0,Finance,85400.0,14.0,Yes
Mark Jimenez,21.0,IT,64400.0,0.0,No
Wayne Davis,45.0,Operations,82200.0,20.0,Yes
Erica Green,,Customer Support,40300.0,1.0,Yes
Roger Sullivan,31.0,Operations,,6.0,No
Yolanda Keith,33.0,Engineering,76300.0,6.0,Yes
Richard Scott,31.0,Operations,48800.0,3.0,No
Alejandra Ellis,30.0,Finance,77600.0,5.0,Yes
Nicholas Pace,21.0,Sales,65800.0,0.0,No
Karen Robertson,39.0,Engineering,89100.0,12.0,Yes
Megan Anderson,32.0,,55200.0,9.0,Yes
Sydney Welch,40.0,Customer Support,54400.0,10.0,No
John Allen,49.0,Sales,97300.0,22.0,Yes
Gail Vasquez,27.0,IT,68500.0,3.0,No
Caitlin Curry,32.0,Engineering,91100.0,,Yes
Patricia Vincent,31.0,Marketing,56600.0,4.0,No
Kimberly Gibson,50.0,IT,108500.0,23.0,Yes
Katherine Flores,42.0,Engineering,97100.0,11.0,Yes
Kim Williams,58.0,Operations,83700.0,13.0,Yes
Heather Stevens,31.0,Sales,64800.0,7.0,Yes
Parker Cain,40.0,HR,65500.0,13.0,Yes
Jacqueline Davis,34.0,Sales,55400.0,5.0,No
Emily Middleton,34.0,Finance,64900.0,5.0,Yes
Renee Wolfe,24.0,HR,45700.0,1.0,No
Rebecca Brown,25.0,Customer Support,51600.0,3.0,No
Theresa Mercer,53.0,,67600.0,17.0,Yes
Jason Waters,27.0,Marketing,58500.0,3.0,No
Bailey Stewart,,IT,73800.0,9.0,Yes
Paul Wagner,44.0,HR,70000.0,16.0,Yes
Betty Cole,26.0,IT,71900.0,4.0,Yes
Erica Baker,34.0,Operations,52100.0,6.0,Yes
Donna Wright,23.0,Engineering,61800.0,1.0,No
Erik Dean,21.0,Marketing,55200.0,0.0,No
Kristen Blair,29.0,Finance,65400.0,3.0,Yes
Haley Jackson,35.0,Finance,80900.0,7.0,Yes
Todd Bishop,30.0,Marketing,56800.0,7.0,Yes
Shelby Rodriguez,32.0,HR,58800.0,9.0,Yes
Benjamin Price,37.0,IT,85400.0,10.0,Yes
Howard Castillo,40.0,Finance,72700.0,11.0,Yes
Kelly Woods,21.0,Sales,46600.0,0.0,No
Dana Hopkins,26.0,Marketing,58700.0,2.0,No
Margaret White,27.0,Finance,61800.0,3.0,Yes
William Wolfe,30.0,Operations,53300.0,4.0,Yes
James Oconnor,42.0,Operations,59100.0,8.0,Yes
Alisha Rasmussen,38.0,IT,83900.0,8.0,Yes
Joseph Knight,34.0,Finance,75400.0,8.0,Yes
Michael Chandler,24.0,Finance,64100.0,2.0,No
Gary Marshall,21.0,IT,62900.0,0.0,No
Jessica Fisher,34.0,Finance,77600.0,7.0,Yes
April Davis,50.0,HR,98100.0,24.0,Yes
Anthony Hernandez,51.0,Engineering,119800.0,24.0,Yes
Kevin Hall,33.0,Marketing,66800.0,7.0,Yes
Robert James,33.0,Operations,62100.0,7.0,Yes
Amy Wright,47.0,Operations,,21.0,Yes
Christina Patrick,35.0,Operations,71400.0,10.0,Yes
Danielle Perkins,29.0,IT,66400.0,5.0,No
Jessica Simmons,39.0,Customer Support,59300.0,12.0,Yes
Denise Mccann,45.0,Operations,74800.0,19.0,Yes
Emily Henderson,32.0,Engineering,89000.0,7.0,Yes
John Diaz,25.0,Marketing,46900.0,1.0,No
Joyce Bowen,26.0,Customer Support,57700.0,4.0,No
Lisa Archer,30.0,IT,81000.0,7.0,Yes
Rebecca Klein,32.0,IT,81200.0,4.0,No
Rebecca Zimmerman,35.0,Finance,78300.0,12.0,Yes
Keith Jennings,42.0,Sales,79000.0,12.0,Yes
James Hernandez,31.0,IT,65500.0,7.0,Yes
Allison Mcpherson DDS,34.0,Marketing,71600.0,8.0,Yes
Michelle Martinez,34.0,Sales,69000.0,11.0,Yes
Elizabeth Thomas,21.0,Engineering,72600.0,0.0,No
Kevin Grant,43.0,Marketing,284000.0,17.0,Yes
Jordan Chambers,35.0,Sales,,6.0,No
Samantha Alvarez,28.0,Marketing,,,No
Debbie Gordon,50.0,Sales,101600.0,22.0,Yes
Samuel Mata,29.0,IT,70300.0,5.0,No
Nicole Barron,28.0,Finance,56900.0,3.0,No
Alyssa Morales,33.0,Customer Support,64200.0,8.0,No
Ryan Hardy,36.0,Finance,86800.0,10.0,Yes
Russell Green,31.0,Finance,63400.0,5.0,Yes
Michael Hunter,43.0,Marketing,64700.0,7.0,Yes
Jonathan Bates,36.0,Finance,85600.0,8.0,
Lisa Morgan,27.0,Operations,65100.0,4.0,Yes
Kristy Bryan,37.0,Operations,68700.0,13.0,Yes
Joseph Conway,35.0,Operations,61200.0,9.0,Yes
Donna Mejia,34.0,Sales,70900.0,10.0,Yes
Ms. Kelly Holder,31.0,IT,69800.0,8.0,Yes
Tracy Parker,38.0,IT,,7.0,Yes
Jessica Jones,49.0,Marketing,64000.0,9.0,No
Michele Ford,51.0,IT,69800.0,9.0,Yes
Amber Williams,38.0,HR,79000.0,11.0,Yes
Jack Garcia,31.0,IT,68300.0,7.0,Yes
Melissa Davis,30.0,Engineering,84600.0,4.0,Yes
Ms. Mackenzie Barton,54.0,Sales,,10.0,No
Mary Hoffman,34.0,Customer Support,50100.0,5.0,Yes
Jeanne Mills,31.0,Finance,81000.0,8.0,Yes
Cindy Young,35.0,Engineering,81000.0,6.0,Yes
Jennifer Smith,36.0,IT,91600.0,13.0,Yes
Craig Nicholson,26.0,,46200.0,2.0,Yes
Darren Morris,21.0,IT,68000.0,0.0,No
Dylan Guzman,30.0,Sales,65300.0,5.0,Yes
Kimberly Thompson,45.0,Engineering,,17.0,Yes
Amanda Hart DVM,21.0,IT,62800.0,0.0,No
Mark Frank,28.0,Finance,71300.0,4.0,No
Jenna Bryant,47.0,Customer Support,59600.0,12.0,Yes
Tyler Velazquez,21.0,HR,40500.0,0.0,No
Dennis Douglas,34.0,Engineering,99600.0,10.0,Yes
Jose Gross,21.0,Sales,50900.0,0.0,Yes
Luis Nelson,37.0,Sales,,10.0,Yes
Nathan Brown,48.0,Operations,76200.0,12.0,Yes
Andrew Cortez,36.0,HR,69400.0,12.0,Yes
Luke Bush,29.0,IT,86000.0,5.0,Yes
Andrea Jones,39.0,Operations,73400.0,9.0,Yes
Peter Campbell,40.0,Sales,71800.0,15.0,Yes
Thomas Short,41.0,Engineering,94300.0,14.0,Yes
Christopher Shelton,29.0,Engineering,82000.0,3.0,No
Kimberly Holmes,27.0,Operations,58800.0,3.0,No
Christian Rodriguez,28.0,IT,61000.0,3.0,Yes
Valerie Morgan,44.0,Sales,71200.0,12.0,Yes
Robert Mclean,29.0,Marketing,70300.0,7.0,Yes
Sandra Kirby,22.0,Marketing,63400.0,0.0,No
Sarah Holt,37.0,Customer Support,52100.0,9.0,Yes
Gregory Wiggins,55.0,IT,91100.0,18.0,Yes
Debra White,39.0,Marketing,68400.0,10.0,Yes
Luis Wells,32.0,Engineering,73500.0,8.0,Yes
David Davis,35.0,HR,57600.0,11.0,Yes
Ricky Luna,23.0,IT,,2.0,No
Amanda Walters,21.0,,44400.0,0.0,No
Andrew Meyers,24.0,Marketing,54700.0,1.0,Yes
Lori Krueger,40.0,Operations,59800.0,6.0,No
Courtney Smith,21.0,IT,61500.0,0.0,No
Crystal James,28.0,Engineering,84600.0,4.0,No
Ashley Bowman,29.0,Sales,65900.0,4.0,No
Mr. Gregory Hart,29.0,Engineering,73100.0,6.0,No
James Richardson,50.0,Finance,103700.0,23.0,Yes
Jordan Schneider,,Engineering,104500.0,14.0,
Joshua Hayes,33.0,HR,57600.0,5.0,Yes
Patrick Bird,32.0,Operations,58900.0,4.0,No
Emily Wilson,39.0,Finance,73900.0,,Yes
Sergio Carroll,26.0,Engineering,77100.0,4.0,Yes
Joshua Guerrero,32.0,Operations,72600.0,8.0,Yes
John Garcia,42.0,Customer Support,58500.0,13.0,Yes
Andrea Donaldson,23.0,IT,66800.0,1.0,No
Alicia Warren,41.0,IT,95600.0,16.0,Yes
Erin Mason,30.0,Sales,63500.0,3.0,No
Karen Chambers,31.0,Finance,54800.0,4.0,No
Diane Taylor,34.0,Engineering,73500.0,9.0,Yes
Emily Fitzpatrick,37.0,Engineering,85500.0,5.0,No
Brandon Pruitt,40.0,HR,77200.0,15.0,Yes
Jessica Romero,35.0,Marketing,70800.0,10.0,Yes
Angela Parks,27.0,Customer Support,54900.0,5.0,No
Todd Lutz,44.0,Engineering,104800.0,16.0,Yes
Emily Herrera,37.0,IT,81100.0,11.0,Yes
Tammy Lopez,41.0,Marketing,72200.0,7.0,Yes
Eric Barker,22.0,Operations,39700.0,1.0,No
Christopher Porter,36.0,IT,76600.0,7.0,Yes
Tammy Garcia,21.0,Finance,48000.0,0.0,No
Jonathan Graves,32.0,IT,66700.0,5.0,No
Brittany Sanchez,29.0,IT,75500.0,6.0,No
Heather Morales,28.0,Engineering,82700.0,4.0,No
Kaitlyn Phillips,29.0,Sales,56300.0,4.0,No
Kevin Stokes,27.0,Finance,55900.0,2.0,No
Nancy Bradford,21.0,Sales,53200.0,0.0,No
Heather Bowers,29.0,HR,48200.0,3.0,Yes
Eric Wright,21.0,Operations,46200.0,0.0,No
Theresa Woods,33.0,IT,64200.0,4.0,No
Mary Morgan,40.0,Customer Support,58800.0,10.0,No
Jenna Larson,26.0,Engineering,77600.0,4.0,No
Mark Elliott,46.0,Engineering,81300.0,10.0,Yes
Tara Hale,26.0,HR,55300.0,3.0,No
Joshua Herman,30.0,Engineering,77100.0,,No
Eugene Martinez,37.0,Operations,65400.0,12.0,Yes
David Silva,52.0,Finance,87700.0,13.0,Yes
Amy Clark,31.0,Engineering,77000.0,7.0,No
Jacqueline Banks,23.0,IT,75600.0,2.0,No
Brian Nichols,26.0,Engineering,78300.0,2.0,No
Joann Glass,31.0,Engineering,83300.0,5.0,Yes
Heather Bolton,48.0,Operations,67000.0,13.0,Yes
Crystal Smith,21.0,IT,65200.0,0.0,No
Jeff Jackson,40.0,Operations,57400.0,9.0,Yes
Anthony Terry,26.0,Finance,70100.0,3.0,No
Aaron Schroeder,31.0,Engineering,80800.0,5.0,Yes
Eric Williams,33.0,Sales,52800.0,7.0,
Guy Reynolds,42.0,IT,70500.0,7.0,Yes
Chase Matthews,28.0,IT,84000.0,4.0,Yes
Jeffrey White,40.0,Sales,81100.0,12.0,Yes
Christopher Simmons,38.0,Operations,71500.0,12.0,Yes
Dennis Garcia,39.0,Customer Support,52300.0,6.0,Yes
Jonathan Davis,21.0,Operations,58200.0,0.0,No
Kathy Gutierrez,47.0,HR,57500.0,12.0,Yes
Matthew Mccullough,32.0,Operations,64900.0,8.0,Yes
Jesse Davis,48.0,IT,78700.0,,Yes
Tammy Hill,38.0,Sales,79300.0,14.0,Yes
David Mason,22.0,Operations,58300.0,0.0,No
Amanda Gonzalez,38.0,Engineering,100300.0,14.0,Yes
Bonnie Wade,33.0,IT,83800.0,9.0,
Anthony Cook,48.0,Engineering,109900.0,21.0,Yes
Craig Smith,38.0,Finance,65400.0,5.0,Yes
Phillip Fowler,34.0,IT,77600.0,8.0,Yes
Michael Rodriguez,47.0,IT,71700.0,8.0,Yes
Hannah Williamson,39.0,Marketing,71900.0,14.0,Yes
Mark Mills,21.0,HR,49700.0,0.0,Yes
Sandra Walker,35.0,Sales,76500.0,4.0,No
Jose Collins,24.0,Sales,52800.0,2.0,No
Anthony Randolph,51.0,Engineering,122100.0,25.0,Yes
Taylor Taylor,31.0,Marketing,66100.0,5.0,No
Robin Thompson,50.0,Sales,97300.0,21.0,Yes
Chad Daugherty,39.0,Marketing,61800.0,13.0,Yes
Anthony Everett,42.0,HR,70800.0,14.0,Yes
Eric Thomas,35.0,Sales,68400.0,10.0,Yes
Richard Best,33.0,HR,55200.0,7.0,Yes
Julie Sharp,37.0,Marketing,74700.0,10.0,Yes
Judith Bartlett,,Engineering,77300.0,2.0,No
Lisa Joseph,36.0,Marketing,68300.0,8.0,Yes
Anthony Morse,22.0,Engineering,83300.0,0.0,No
Taylor Stark,34.0,Finance,71700.0,7.0,Yes
Lee Rivera,52.0,,108100.0,17.0,Yes
Richard Bauer,29.0,Engineering,83700.0,6.0,Yes
Tammy Morris,35.0,Sales,56700.0,9.0,Yes
James Jefferson,38.0,IT,84500.0,10.0,Yes
Cheryl Newman,26.0,Finance,63000.0,3.0,No
Daniel Flynn,34.0,Engineering,82600.0,5.0,No
Renee Farmer,40.0,Marketing,70800.0,14.0,Yes
Jennifer Fletcher,40.0,,84400.0,11.0,Yes
Jaclyn Long,32.0,Marketing,57800.0,,No
Dustin Jordan,36.0,Sales,65200.0,8.0,Yes
Karen Mendez,21.0,Engineering,70500.0,0.0,No
Brenda Cruz,29.0,Engineering,88000.0,6.0,No
Lisa Ochoa,30.0,Sales,68600.0,7.0,Yes
Maria Valenzuela,37.0,Marketing,73900.0,13.0,Yes
Jessica Harris,35.0,Sales,66400.0,5.0,
Richard Mitchell,21.0,IT,74300.0,0.0,No
Latasha Washington,44.0,Engineering,83900.0,,Yes
Jennifer Esparza,39.0,Sales,74900.0,14.0,Yes
Tanya Russell,44.0,Finance,86600.0,13.0,Yes
Dale Bartlett,32.0,Sales,61400.0,5.0,No
Rebecca Johnson,38.0,HR,57500.0,6.0,No
Carol Taylor,33.0,IT,89100.0,10.0,Yes
Frank Cordova,29.0,Customer Support,37700.0,2.0,No
Michael Dalton,42.0,Marketing,68800.0,12.0,Yes
Jessica Richardson,44.0,Sales,71300.0,13.0,Yes
Anthony Rodriguez,32.0,Sales,53300.0,5.0,No
Brittany Davis,44.0,IT,83600.0,8.0,Yes
Zachary Miller,23.0,HR,45500.0,1.0,No
Cody Woods,35.0,Sales,60000.0,5.0,Yes
Jermaine Barnes,26.0,Sales,58700.0,2.0,No
Monica Richardson,41.0,Customer Support,70400.0,16.0,Yes
Valerie Robertson,30.0,Engineering,83600.0,7.0,Yes
Candice Gomez,31.0,Marketing,59300.0,6.0,Yes
Arthur White,36.0,Engineering,92600.0,9.0,Yes
Justin White,21.0,Customer Support,48300.0,0.0,No
Olivia Rodriguez,41.0,IT,103500.0,17.0,Yes
Mary Lee,38.0,HR,48200.0,7.0,
Andrew Powell,52.0,Engineering,110700.0,20.0,Yes
Michael Barker,35.0,Customer Support,48600.0,9.0,Yes
Virginia Jimenez,21.0,Sales,52600.0,0.0,No
Alexander Zavala,29.0,Finance,67000.0,5.0,No
Robert Reese,31.0,IT,76200.0,6.0,Yes
John Pierce,31.0,Engineering,79200.0,3.0,No
Tina Wilson,45.0,HR,70800.0,,Yes
Thomas Carr,32.0,Engineering,92300.0,8.0,Yes
Erin Nelson,53.0,IT,109200.0,21.0,Yes
Sharon Cook,39.0,Engineering,91600.0,12.0,Yes
Lisa Ramirez,41.0,Operations,62300.0,7.0,Yes
Susan Figueroa,33.0,Operations,64900.0,4.0,Yes
Diane Mcdowell,36.0,IT,79900.0,7.0,Yes
Pamela Burnett,26.0,Marketing,61300.0,3.0,No
Becky Smith,36.0,Sales,62100.0,6.0,No
Brittney Bowman,48.0,IT,101200.0,17.0,Yes
Jerry Johnson,31.0,IT,86200.0,8.0,Yes
Linda Bailey,47.0,IT,112900.0,21.0,
Jennifer Nguyen,30.0,HR,,6.0,Yes
Alicia Wilson,32.0,Operations,47200.0,4.0,No
Heidi Blankenship,50.0,Finance,,11.0,Yes
Devin Hardin,55.0,HR,72000.0,13.0,Yes
Donald Bell,23.0,IT,75900.0,2.0,No
Holly Rivas,,Engineering,96200.0,11.0,Yes
Wesley Brown,31.0,Finance,59500.0,4.0,No
Matthew Jones,29.0,Customer Support,54700.0,3.0,Yes
Richard Roy,30.0,Operations,63600.0,7.0,Yes
Peter Anderson,45.0,IT,87500.0,11.0,Yes
Belinda Fisher,40.0,Sales,83800.0,13.0,Yes
Ryan Myers,24.0,Finance,,2.0,No
Vanessa Hatfield,37.0,Marketing,65800.0,8.0,Yes
Heather Mcmahon,37.0,IT,,6.0,No
Diane Byrd MD,,Operations,51700.0,2.0,No
Stacy Harper,44.0,Finance,84600.0,15.0,Yes
Richard Smith,31.0,Engineering,91400.0,7.0,Yes
William Turner,32.0,Engineering,79800.0,9.0,Yes
Desiree Patterson,41.0,HR,59500.0,12.0,Yes
Thomas Murphy,27.0,IT,71100.0,3.0,No
Karl Moore,40.0,Engineering,72500.0,7.0,No
Jessica Bowen,29.0,Engineering,81000.0,4.0,No
Kimberly Choi,26.0,Operations,52500.0,3.0,No
Randy Kennedy,38.0,IT,80700.0,11.0,Yes
